text,label,google,ckip
這是我第二次入住這個酒店，感覺服務比前一次差很多，大門的保安沒有幫我提行李，門童也沒有爲我開門。到前臺chenkin的時候也沒有人來接待，等了半天才有一個服務員來接待我。感覺很失望，本來第一次住的時候感覺很好的纔會來第二次入住的，但這次的態度讓我產生了以後永遠不再來的想法。可能有人開到了我的不滿，到房間後有一個好像是客服的人給我打電話問我對他們酒店的看法和建議，我告訴她我的不滿，她連連道歉，說下次一定改進，這樣稍稍打消了我以後不再來的念頭。總的來說，這還是一家不錯的酒店，位置有點偏但很安靜。,1,0,0
發貨很快，配送也很快！價格優惠、實惠！,1,1,1
性價比超高！美髮護髮，首選潘婷！,1,1,1
[嘻嘻] //@SaBijY:[嘻嘻][嘻嘻]//@菜二九:[馬到成功]馬上有粉絲//@linyangyang:快快 我需要//@麗靜說她喜歡你:真的假的?,1,1,1
笑死了 [嘻嘻]//@GoldenZ: 哇哈哈哈哈哈哈,1,1,1
各方面都不錯，剛開始以爲送貨員把發貨單號寫錯了，結果是郵局弄錯了，誤會京東商城的送貨員了，在這裏向京東商城道歉。,1,1,1
用着挺好的，很穩定，就是屏幕看久了會感覺疲勞，比較晃眼。但還是非常流暢的,1,1,1
[鼓掌] 生蠔有木有？看了你就知道[ok] 都太現場烤生蠔哦，想喫多少就喫多少，猶如黃河之水滔滔不絕……哈哈,1,1,1
回覆@開心果秋哥:那必須的啊[嘻嘻][嘻嘻]有空來哈 秋哥//@開心果秋哥:真專業[哈哈][哈哈]//@聚樂部徐鳳坤:這表情[酷] //@楊?-佼佼:學唱最有味兒,1,1,1
速度還不錯，贊,1,1,1
罵得好! [鼓掌],1,1,1
酒店的服務不錯，房間很乾淨。提出要上網後，就給換了個能上網的房間，上網費也沒有收。交通方便，門口就是大連火車站。原本以爲會很吵，可以住在17樓，根本就聽不到聲音。費用方面200多元，感到很值。,1,1,1
非常棒的華爲平板，大小合適，可以通話，正好給送媽媽，把舊的手機升級了。京東物流從下單到家門12小時，贊贊贊。,1,1,1
"機場接機很貼心,前臺也會詢問是否要安靜房.內部設施一般般,洗手檯有些不方便.但是,當天我們是晚上11點到達桂林,工作人員很友好,很熱情.當晚不慎把手機丟失在接機的面的車上.第二天早上還能失而復得.工作人員的這種精神值得稱讚.總的來說,這家酒店讓人覺得很溫暖.機場專線就在樓下,去機場也很方便.",1,1,1
房間很乾淨。餐廳飯菜一般般。可惜沒有獨立的沙灘，需要步行一段路才能到海邊。補充點評2007年12月13日：價格比較實惠。,1,1,1
這顏色說好聽就是巧克力色，說low了。。。就是shi色。。。愛你們一坨一坨好多坨[愛你],0,1,1
我的國外客人十分滿意，我本人對大堂和門童也是很滿意。,1,1,1
懶得成熟！太妙了![嘻嘻],1,1,1
“誠實的”蒙牛，“和藹的”買賣提大叔……這個國度亂了XD誠實的好蒙牛 自黑哈哈哈哈哈哈哈 自黑2333 嗯給自己診斷得不錯啊?,0,0,1
幸虧回到家裏，有令人歡快之極，也只屬於我們的...你你你你你[鼓掌],1,1,1
"這是一間非常不錯的三星級酒店,房間設施和服務員的服務素質,態度等都很不錯,不過就是攜程的協議價格和酒店前臺價格相差不是很多,希望攜程還得繼續努力.",1,1,1
城覓君不是在爲小夥伴們製造驚喜，就是在製造驚喜的路上~~[偷笑][偷笑]偶也好開心能認識這麼多好盆友呢！[親親],1,1,1
回覆 @李嘉音:回來了告訴聲，哥哥們先去拜望下，以後男多女少，找不到老婆，從小就要預定起！[哈哈][哈哈][偷笑] //@李嘉音: 回覆@龔穎Eileen:謝謝祝福，一定找小哥哥們玩兒！,1,1,1
瀏覽圍脖，方眼望去今到處都是莫言的名字和其書的摘要，真心覺得要搞本來看看了，要不以後都不敢說自己讀過書了[嘻嘻][嘻嘻],1,1,1
正是自己不斷追求和傳遞的。。。[太開心][太開心],1,1,1
4月份回青島順便帶朋友去玩的，爲他們選擇的就是該酒店，房間乾淨整潔，但是衛生間的設施太簡陋，房間內有小冰箱，考慮的比較周到，如果衛生間設備好一點就更好了！服務人員的態度非常好，沒有給我們青島人丟臉，電話隨叫隨到。,1,1,1
熱烈歡迎美京城美食達人@韓姐教你下廚房 [鼓掌] 光臨康源軒藥膳，期待您的意見和建議哈[得意地笑],1,1,1
A！姐幾個，湊齊了啊[哈哈] //@辣媽肥婆:D //@黃小不:B  //@北京頹喪女青年:C,1,1,1
"送的太快了,不是說好的十二點嗎,人和人之間的信任呢",1,0,0
臥擦，你們兩個好基友，在搞神馬！！！//@都市放牛: 好吧，統一回答，賤人張代班《非誠勿擾》的首次播出日期是3月2號，也就是本週日。點評風格依然保持賤格，在回答他跟@寧財神 的區別時說：“他有錢，我沒有;他有老婆，我沒有;他長得醜，我沒有!”[哈哈],1,0,1
萵筍和煙筍什麼區別？我點的是綠色的那種青筍怎麼給我送個黑色的請問哪個菜名是砂鍋裏綠色的青筍,1,0,0
從攜程的點評找到的這個徐州最佳酒店。一個字，好！好到我雖然訂了一天，但是實在喜歡，又續訂了一天。從徐州市內穿過，一直覺得城市很一般，跟中國多數城市一樣，幾乎沒有特色。但是轉了一個彎，突然就是眼前一亮。當開元大酒店出現在面前的時候，感覺就是驚豔。大堂很氣派，但是進入大門後你會很難找到前臺，因爲她們都在對着大門不遠處坐成一排呢，就是自認爲經歷無數旅行的我也慚愧了。房間是580的，很典雅，傢俱的設計是蠻有特色的，尤其是衛生間，非常別緻，寬敞、精緻，我感覺是國內這個價位內屈指可數的。房間也很寬敞，如果是三口之家，完全不用加牀。晚上喫飯，LG去酒店飯店點菜，讓送飯來房間，徐州雖然是江蘇的，但是盤子的尺寸已經跟山東一樣了。菜量太足了，絕對喫不完，而且送菜的服務生態度非常好，讓客人有賓至如歸的感覺。總之，真是一個物超所值的酒店，續訂了一天，因爲實在喜歡。,1,1,1
褲子質量不錯，上身超級好看，顯得特別man。,1,1,1
非常和合身，喜歡，質量也不錯，物流閃電快以後還會來你家的。,1,1,1
哇咔咔！！//@劉夢妖妖:哈哈哈哈[嘻嘻] [哈哈],1,1,1
我以前沒有去過重慶，感覺如果是商務出遊選新華是不錯的，房間和環境都不錯，但自助遊可以考慮銀河大酒店，山城的特點就是走路比坐車快，在渝中區平面圖上看似很遠的距離其實走路可能不用5分鐘；新華酒店旁邊酒店可選擇的太多了：萬豪，重慶賓館，銀河，八一...,1,1,1
棋盤曼海姆[愛你],1,1,1
"在經過反覆比較後,我選擇了類似配置總體性價比較高的960,在不考慮國內品牌的前提下,200萬像素的手機裏,到目前爲止960無疑是價格最低的,以下是使用近20天的一些體會,和大家交流.1.自帶鈴聲較小,而且也不好聽,但我在論壇裏下載了一些熱心朋友傳上來的MP3鈴聲後,已把此缺點改進了,在此也感謝那些熱心的朋友們的無私奉獻2.待機時間感覺一般,通常就是2-3天,當然若遊戲\照相什麼都不玩的話,也許會長一點,但花2000多大洋不可能純粹只爲接打電話吧3.室外照相效果還可以,200萬就是200萬的,前幾天和同事出去,所照的相片都能看清,已發了一張在壇裏,大家可以看一下,當然本人的照相技術等於0,所以取景不太好4.在網絡上經常有人說本款機愛死,但20天來平均每天玩半小時左右,到目前爲止只死過一次,不論是國內品牌還是國際品牌,都存在返修率,看來是我運氣好一點5.音樂功能沒試過,本人已有一個可連續聽7-8小時的紐曼MP3,所以該功能不用也罷據.說聽音樂時接到電話有可能會死機,不知是真是假.6.最惱人的當然是350K的傳輸限制了,有時在網上看到一些好東東卻大於350,傳不到手機裏,5555557.機子和PC互動方便,在XP系統下,不用驅動就可以方便使用SD卡和網絡攝像頭,只有一個感覺--爽8,不論是照相還是使用JAVA,總體反應速度慢了一點,不過這也是培養人耐性的時候,哈哈",1,0,1
"酒店周圍的環境不錯,去景點都很方便. 前臺態度不錯,入住和退房的速度很快.",1,1,1
【#超級笑星# 精彩劇照】@白凱南 白教練你這麼妖嬈，身後的賈教練@賈玲 還hold住嗎？~[哈哈]本週四晚《超級笑星》復活賽第二場，“笑林高手”繼續化身教練來助陣，更多精彩不容錯過哦~[嘻嘻],1,1,1
還配上八種不同汁@大嘴嘆世界 [嘻嘻][嘻嘻][嘻嘻],1,1,1
沙發套比較髒啊```不過臥室很乾淨```總體來說不錯啦```,1,1,1
保佑你！[嘻嘻]//@?小皮: 我在單位辦了張飯卡，一次性把私房錢都存進去了，等到用錢時候退卡在辦一張，飯卡還是實名制用工作卡纔給退，而且不怕老婆用我身份證查我網銀剩餘，哇哈哈這下踏實了。[哈哈][哈哈][哈哈][哈哈][哈哈][哈哈]大家共勉吧[給力][給力][給力]@電視劇龍門鏢局,1,1,1
#音樂愛查堆兒#大學畢業沒多久就創立了一聽音樂網，之後各種跨界創業，去年開始拿了一年多的時間，旅居印度，騎車環法，幾進幾齣斯里蘭卡...做自己想做的事，絕對是幸福人生的榜樣！[鼓掌],1,1,1
帥的。 //@張小嘴:回覆@哎喲豬呀:情人眼裏出西施阿 這是[愛你]  //@哎喲豬呀:感覺沒你帥...,1,1,1
這家酒店性價比還是很高的，入住的是行政樓層單人間，給客戶訂的是行政樓層雙人間，酒店內硬件設施很好，免費寬帶上網，早餐豐盛，而且酒店更準備了免費的行政樓層下午茶和晚間雞尾酒，雖然由於時間緊沒有享用到，但給人感覺非常好。員工也很熱情，服務也好。酒店距離地鐵也很近，而且和一家商場緊鄰，購物也很方便。唯一的缺點是我辦理入住手續時，大堂辦理速度比較慢，我排了將近30分鐘隊後被告知是行政樓層房間可以到行政樓層接待處直接辦理入住手續。哎，如果能夠在酒店裏有直接說明就不用排這麼久了。很辛苦啊~綜合評價，我還是比較滿意，尤其能令客戶滿意我也很有面子。,1,1,1
回覆@喬梔子:謝謝妞~不要老熬夜~ //@喬梔子:生日快樂呀呀呀娟兒娟兒 //@雨娟兒:回覆@大馬1984:謝謝帥哥~[愛你] //@大馬1984:美女 生日快樂~~！！ //@雨娟兒:回覆@apple姜曉婕:最美麗的apple~~[花心] 真想嘗一口~~ //@apple姜曉婕:親愛滴 生日快樂,1,1,1
突然發現一個人獨處的時候很容易胡思亂想…是不是應該考慮後路了[愛你],1,1,1
咖啡的確是個好東西！[good] //@藍山咖啡第一人: 看看這個，喝咖啡好處真的挺多的。[嘻嘻],1,1,1
[哈哈]必須的，有事情撥打@七洲網浪俠 電話，據聽說他24小時開機服務哦！ //@七洲網浪俠:機不可失，時不再來啊！ //@七洲網:祝願已經成功預訂的朋友，享受快樂的出國旅遊！,1,1,1
純純的腦殘//@公民大李:我是真服了他了//@太陽的淚花: 水軍的意思你誤會了，他想提示獵豹也出輸入法。[哈哈],1,1,1
回覆@JACKYSTUDIO:[汗]我家小孩啊，和我一樣大 //@JACKYSTUDIO:[嘻嘻] 你小孩多大阿,1,1,1
"客人很滿意,我們也推薦其他同事入住.性價比好.交通方便,離火車站就5分鐘路程",1,1,1
哇[可愛][親親]謝謝大美妞兒，今天在外面，回去看看，哈哈 //@小可疼: @ReneeJY  你的帖子哦..,1,1,1
#雲婚禮#真正地愛情就是，帶上自行車和基本好看的書，到郊外隨便找一片舒服的草地，兩個人靜靜地躺下來看着書，膩膩歪，幸福就是這麼簡單~[愛你],1,1,1
很喜歡，第二個了，店家客服真是棒！,1,1,1
//@西瓜青青: 先MARK上 //@舍廬魚://@文月-苦逼小仙: //@???: 誰負誰勝出天知曉[鼓掌]//@敦堂:牛逼！講着講着，一張嘴就盡人物了！牛逼！//@樂水劉少白: ?海笑~~ //@良司:詠 //@左小祖咒:[good],1,1,1
這麼美的泳池，還不趕緊學游泳！[愛你][哈哈],1,1,1
東西真的是很不錯，每天都可以領很多券，各種活動下來很便宜，京東是大商場，產品質量有保證，這點很讓人放心。更值得表揚的事京東的快遞，真是快，頭天下單第二天就到，很滿意。,1,1,1
親愛的，你來北京，不但包飯還包住包完。。//@zzlzm: 最近都可以打我電話我陪你玩嘛直接過來見面也成說了包飯別猶豫了a快來快來hhhh[哈哈],1,1,1
相當色甜，但個頭確實小。好喫不貴，可以接受。,1,1,1
本月26日，我有幸參加由中國和丹麥農業部牽頭的乳業技術合作奠基儀式。此次合作中心成立，有助於將丹麥先進食品安全檢測及管理技術引入國內，並將丹麥在奶牛防疫、育種、規模牧場建設等方面經驗移植過來。而與阿拉的合作，圍繞“提升安全品質，建設現代牧場”，有助於對蒙牛進行全方位的重塑。,1,1,1
我在北京，居然30 plus，最想去舊金山長呆，呆時間長了是否也可以做出一個facebook來，呵呵。[嘻嘻] 最好兩個人一起去，你呢？（敢帶着你的答案接並轉下去嗎？）,1,1,1
口感很不錯，喫起來味道很不錯，就是有點小。京東購物很方便快捷，第二天就送到了，值得推薦。,1,1,1
#立冬，早安#今天立冬，古時民間習慣以立冬爲冬季的開始。立冬後就意味着今年的冬季正式來臨。草木凋零，蟄蟲休眠，萬物活動趨向休止。人類雖沒有冬眠之說，但民間卻有立冬補冬的習俗，可以更好地適應氣候的變化，增強體質以抵禦即將到來的寒冬。開始貼膘的節奏，記得喫餃子！你好，冬天！[嘻嘻],1,1,1
渺林老師你就從了吧，聊聊薩博(*???*)//@鄧振宇:點一個王渺林老師的行嗎？Saab 可以嗎[哈哈] //@王渺林_易車:我點播Stola，想了解他家的收藏和他手頭的活。當然得@江淮意大利設計中心總經理路迪幫忙牽線。,1,1,1
送的比較慢,0,0,0
整機也算精緻，一來就升級了，目測全新開機，7寸機給老媽用，不用戴老花眼鏡了,1,1,1
剛用兩天，外觀不錯，手感也好；缺點是系統太佔內存，竟然用了8G；分辨率略低，不過也夠用；色素低了。總的說不錯的平板。不知道耐不耐用。,1,1,1
"我是7月5號6號住了兩天,本來是城景房的,因爲我去的時候沒房,給我免費升級到可看到30%海景房,酒店房間還不錯,純白色,交通也便利,酒店下面就有空調旅遊巴士去大東海亞龍灣和機場.去春園海鮮城也很近.唯一不足的是房間沒有浴缸,總體來說還不錯,下次去還會入住.",1,1,1
湖光山色幾乎可以用完美來形容，客房是實實在在的江南木結構民居，非常乾淨，環境保護得非常好，員工也非常禮貌、服務不錯，特別大的停車場，非常適合自駕遊的朋友，其實酒店就在景區內，不過去景區需要買票。,1,1,1
大雨的北京夜晚，我們小夫妻倆個躲在沸騰漁鄉喫水煮魚，今天要的是2斤4兩的江團+配菜，我喜歡喝它家的酸梅湯，花了我400大洋[嘻嘻][嘻嘻][可愛][可愛],1,1,1
4年前住過， 我和德國同事都覺得很不錯。今年我又選了豪門， 還是覺得很好。自助餐品種豐富， 房間寬敞大氣， 寬帶速度很快。 一個字：值！,1,1,1
有幸坐上領導的專車~[哈哈],1,1,1
[鼓掌]我要感謝@Valen_袁已丁 的邀請，也感謝@BJRY-劉洋 邀請丁丁~~哈哈哈,1,1,1
昨天買的，今天就到了，因爲給家中父母買的，怕東西多老人取件不方便，今天聽家裏人說京東小哥送到家門樓下，心裏太高興了，在這裏希望京東能表揚一下本次快遞小哥，他讓我本次購物感覺很好，本來就喜歡京東一直購物，現在我更欣賞。購物的同事還能享受溫暖的服務，京東的快遞服務果然很棒，在此感謝京東，感覺快遞小哥，如此服務真的很溫暖。,1,1,1
#豆果2013中國年度美食盛典# 挑戰你的味蕾，邀你一起選出2013年你最喜愛的達人，投票更有百萬大獎 等你拿，中獎率100%！[花心]即日起關注@豆果網 轉發並@ 三位好友，即有機會親臨現場，更有萬元神祕大獎鎖定你！[太開心]  抽獎戳這裏http://t.cn/8kyIInR [心],1,1,1
非常棒，就是這送餐費略貴。這麼近,1,1,1
最大的特點就是富麗堂皇、交通便利。位置相當好。從地鐵裏鑽出來就來到了太古，被震撼了一把，太古就有萬豪的入口。不論去哪裏都很方便。酒店大堂挑空的非常氣派，一走進來就是5星酒店的氣勢，感覺比國內的5星高了一個檔次。我們訂的海景房。窗戶是三角形的，房間不算大。自動窗簾一拉開，就能看到維港，可惜被一個高樓擋了一半。每天都送水果，來打掃的服務員還會熱情介紹景點。早餐很不錯，可以看到海景。,1,1,1
好可愛的書啊，圖片生動幽默，連我們單位的男同志都喜歡看，呵呵。故事很有哲理，對小孩有教育意義。認同自我，認同世界，是每個人從小到達都必須完成的一項課程。可是並不是每個人都能，所以產生了那麼多壓力和痛苦。中國傳統的教育思想有壓抑自我、框定思想的東西，如果看了這本書，我想大人都會掩卷微笑，多麼好玩的故事，多麼陽光的結局啊。。。,1,1,1
爽爆到的樣子~//@廈門老貓：[哈哈],1,1,1
我先不說蘋果好壞，我要先給我同姓的本家兄弟點3萬2千個贊，幫我從一樓送到六樓，這樣的好員工，是不是應該?！蘋果，也是好的！很甜，唯一小遺憾，太粉！（雞蛋裏挑骨頭，當沒看見！?100分給99分！）,1,1,1
//@劉姐1958: 早上好! //@琳澤斯: //@劉姐1958: 謝謝! //@快樂天山七劍V: 回覆@劉姐1958:[笑哈哈]劉妹開心過元宵哈[得意地笑][喫湯圓] //@快樂天山七劍V: //@老式眼鏡架ky-d: 晚上好！謝謝[給力][鼓掌] //@琳澤斯: //@劉姐1958: //@琳澤斯: /,1,1,1
新年起牀後，來看看猴子哥給大家的新年禮物吧[嘻嘻]人因夢想而美麗～祝大家在新年中實現心中夢想[haha],1,1,1
#維他命正能量# 丟丟丟，我給你送能量來咯~~滿滿的喲！[愛你],1,1,1
#喫貨的旅行# 瑞士特色美食――蘇黎世小牛肉。將切成薄片或小塊的牛肉混合奶油汁和蘑菇、白葡萄酒一起烹飪的美食。味道好極了[太開心]午餐時間又到了！,1,1,1
下集！[嘻嘻],1,1,1
//@商業地產袁雷: 這不是魔都，這只是陸家嘴，就像每家人家的客廳//@KellySH: I[心]SH//@最愛小囡囡: 真心漂亮的上海，值得轉//@KING-君無戲言: 靈額[贊]//@拿鐵媽咪: [愛你]上海 //@啊鹿頭: //@Alex礎強:上海魔都真漂亮[愛你],1,1,1
一直購買，性價比高。一直購買，性價比高。一直購買，性價比高。,1,1,1
貨已經收到 還沒用 感覺還不錯 價格實惠,1,1,1
最近麻煩你多喫幾次哦~開心樂園餐內4個，我也只湊了一個！謝謝大鳥[哈哈] //@爲嘛那麼多人叫叮噹:@邵彬Amy 瞧,1,1,1
[嘻嘻]那是胡總的招聘，小雷出於成本考慮暫時不招聘了。//@柳方春: 如果在杭州，我能幫雷總推薦不少人。//@雷聰_悅遊旅遊網: [酷]我是大專我光榮！//@胡海鋼: 我剛又加了一句：你要覺得自己行，大專我們也歡迎！！ //@雷聰_悅遊旅遊網:[偷笑]我來跟你幹吧，胡總,1,1,1
用了很久，一直用這個牌子，希望能改善一點脫髮情況,1,1,1
野生動物園團購[愛你] //@上海尊尊國際旅行社:@尊旅在線冷亞,1,1,1
宇宙的味道，很好喫！,1,1,1
家庭日，幫太后老爺升級電腦、修理花草／庭院，溜溜幹一天活，期間電視烏拉烏拉的說話，偶爾太后來喂口水[悲傷][悲傷][閉嘴]，累但幸福着。回大農村路上，提及賣掉燕郊，都搬大農村，又被駁回[汗][汗]去昨姐們說的館子喫飯[花心][花心]灣灣，我馬上來啦[哈哈][哈哈][哈哈],1,1,0
回覆@小愛大本事:[嘻嘻][嘻嘻]喝雞湯喫火鍋，人多才熱鬧呀。。。 //@小愛大本事:我馬上找你去，給我留個位置啊，我在平樂園呢,1,1,1
[呵呵]不普洱之戀了，哈哈，應該說對自己好點，你們出去喝普洱之戀才應景[嘻嘻][嘻嘻],1,1,1
洗髮水到貨了，然後今天剛收到的哦好大一個套裝啊，一個人的話一年應該用不完。發紅包給我，可以味道挺好聞的。,1,1,1
Merry Christmas![聖誕老人][聖誕樹][聖誕鈴鐺][聖誕帽][手套][聖誕襪] 順賀粉絲突破1000人[鼓掌][鼓掌][鼓掌],1,1,1
#午餐# 豬皮凍是北方冬季長喫的一道涼菜，豬皮經過熬製，富含膠原蛋白，是女士美容利器，更是大老爺們下酒好菜。在年夜飯的大魚大肉中，點綴這道涼菜，既清涼爽口又高端大氣，小夥伴們快試試吧。[愛你] [愛你] [愛你] http://t.cn/8k0dul0,1,1,1
3月底入住的，是高級房。感覺牀非常舒服，但是電視機有點落伍了，不是液晶的。服務員的態度非常好，而且因爲離溝口很近，應該是去溝口遊玩那幾天的首選。,1,1,1
"從烏魯木齊火車站打的過去11塊錢,在解放北路,離烏魯木齊的二道橋市場也不遠,可以去買乾果,也可以去一些特色產品:陶瓷,地毯.但是路上得小心維族的檫皮鞋的小青年,被他們檫一次據說要200塊錢,所以,那天我看見他們往我鞋子上油後,趕緊快跑,他們也追,我就攔了一輛的士.酒店的各項條件不錯,我去的時候,是通過攜程預訂的,前臺告訴我,你其實可以不用通過攜程的,我們可以直接給你攜程的價格房.所以,感覺攜程在價格上沒有任何優勢.不過200塊錢住四星級豪華標間,真的很值的.去機場打的要45塊錢.",1,1,1
剛收到，產品外觀不錯，是真是假要用後才知道呢！特別要說的是：快遞員態度特好，贊一個?,1,1,1
到早了，一進門就遭遇奇怪的檢查，準備迎接各種高難度的重重安檢[暈][嘻嘻],1,0,0
[抱抱] 謝謝我們的美女主播@鄭琳-SMG 出席#金蟬脫殼#昨天的首映儀式~,1,1,1
美人如花隔雲端――致伊莎貝爾?阿佳妮~~[愛你]【私享穿衣顧問微信：FashionTalent33 】,1,1,1
知道袁卓越是誰了 [嘻嘻],1,1,1
回覆@張之泓:[哈哈]是呢，做比說什麼都重要。[握手] //@張之泓:北京獅子會就有一個光華隊，幾十人。我們都在努力 //@楊曉燕: 回覆@楚客-明月天心:[哈哈][握手] 你怎樣，北大就怎樣，中國就怎樣。今晚的正能量，謝謝你。 //@楚客-明月天心:我們本週六日去襄陽宜城支教,1,1,1
回覆@劉婷婷Anita:定襄的 //@劉婷婷Anita:您也是陽泉的？ //@哥哥我要走西口:回覆@劉婷婷Anita:小老鄉啊 //@劉婷婷Anita:哪有豔陽？[嘻嘻],1,1,1
//@碎糖好漢: [哈哈]//@蒙着小布上飯桌: 噗~~//@一起來邪惡: 眼藥水用多了長不高~有圖爲證。,1,0,1
想要機模？想喫月餅？兩個都想要？#昆航萬人登月計劃#讓夢想#啓航#，本輪抽獎的昆航中秋特色禮盒是雲南老字號曲靖月源火腿月餅+昆航波音737機模，送家人，送朋友，送自己都合適，快來參加吧~[親親] 明天是本週唯一的假期，提前祝大家週末愉快~,1,1,1
味道還可以，清香型，份量足，大品牌，我喜歡,1,1,1
發貨速度物流都很快，賣家態度好，寶貝質量不錯，質量好，做工精細 。面料舒適， 穿着大小合適。 非常喜歡，支持！點贊！,1,1,1
不錯的選擇第一次購買平板送貨速度用幾天在曬圖片啊,1,1,1
這個是不錯的萍果，直得買，個頭還好，有萍果味，跟新鮮的無差別,1,1,1
第二次入住，酒店的花園比1月份來時漂亮多了，到處春意盎然。散步期間，鳥語花香，沁心醉人。上午在酒店小溪釣了半天的魚，收穫頗豐；下午去高爾夫訓練場練了半天的球，腰痠背疼；晚間享受了酒店的桑拿和足浴堂促銷套餐，精神氣爽……，短途休假值得去。,1,1,1
回覆@中青旅:舉雙手雙腳感謝著名編輯哈！！！[太開心] //@中青旅:小編雙手雙腳歡迎1039著名主持人加入現場，不知道您有空來不？ //@1039志梅: //@藍色幽靈: 加油 //@一起開心暢談: [耶][ok],1,1,1
突然想起很多年前，那時候還在讀小學來着，記得有次參加作文比賽，然後題目就是《父與子》裏的組圖。很經典的看圖說話啊~那天看到這本書，就突然就想起這段陳年舊事了，童年比起現在的生活美好多了哈~~~有種很溫馨的感覺，這大概就叫“親情的力量”了吧……果然，越是平凡的，反而越打動人心呢，不是嗎？,1,1,1
性價比真他們高。。。。夠味還脆,1,1,1
//@小普子EMMA:// @spring-rose :[嘻嘻] //  @小小魚大人  ：我愛的！ //  @小普子EMMA  ://   @milk不能喝   ://   @?珊傍水   :轉發微博,1,1,1
房間很好，我的客人很滿意。電視、地毯、大牀等等我的客人見了都感覺很好,1,1,1
不等到老了以後在七星酒店刷假牙。[哈哈][哈哈][哈哈] 嚴重同意此句。[good],1,1,1
沒有寫字檯，電視劇旁邊那點空間太小，明明房間裏有空間，爲什麼不放張寫字檯？,0,0,0
看着還不錯 還沒穿過 希望質量會不錯 期待,1,1,1
昨天已立夏，這幾天30多度，冰淇淋的季節到了！[耶][鼓掌]   #WeicoPintu#,1,1,1
還不錯就是有點貴。一直喜歡京東購物,1,1,1
頤和園、我有多愛你啊、[愛你][愛你][愛你][愛你][愛你],1,1,1
總體感覺不錯，作爲休閒度假還是很好的選擇，度假山莊的環境很好，但是攜程提供的選擇太少了，只有標雙，實際上就對應山莊裏面最差的一種房型（A開頭的），事實上還有B和C區，房間會好很多，特別是C區，還有臨湖的私家草坪可以用，建議攜程以後提供另外兩種房型供選擇，要不就只好直接找酒店區訂了。另外攜程在自由行攻略方面寫的針對性不夠，太多肇慶市的東西，對山莊的介紹太少了，我們去了才發現有南門和西門，南門進去的做船的時間較長，而且返程的船比較少，很不方便，而西門就方便很多，可是我們進去才發現，但車已經停在南門了，所以比較鬱悶。特別要提的是，山莊的擺渡船發動機的聲音實在是太大了，所以，坐船絕對不是享受。喫飯方面，就像前面有人說的，價格偏貴但味道不錯。服務方面，客房服務相對差一點，其他（例如：接待、船務、餐廳、表演等）的服務態度很好。最後想提下停車費的問題，不過夜5元，過夜20元，覺得不太容易理解，照道理住宿了停車費應該優惠或者免費嘛，結果更貴。。羅嗦了一大通，就到這裏吧，還是要說一下，景點風景還是非常優美的：）,1,0,1
謝謝呃，被欺負習慣了，送一本吧。[親親],1,0,1
京東一如既往的快 ，給個贊? 。 也是忠實老用戶了。， 雖然也還只是銀牌！ 繼續支持 京東。。,1,1,1
[哈哈]正解！正解！[嘻嘻]牛腩君說話算數，快快挑一個最想呲的私信給牛腩君吧！//@cornelia_柳溪溪選擇恐懼症:挪威薄霧三文魚 青青子矜 巧克力熔岩火鍋。。。。好久沒去啦[淚],1,1,0
剛收到貨，還沒有用戶，有活動買的，價格比較划算，一直比較信賴京東.,1,1,1
回覆@sensentzy:吉利的數字。[偷笑][蛋糕][哈哈][愛你] //@sensentzy:徐大夫，我是您在天使婦兒看的1366號，第一次促排就懷孕了那個，向您報喜，6月8號生6斤6兩一閨女，現已滿月@時髦徐老太,1,1,1
第二次住，定的時候明明是588含早的，結果到前臺說是518不含早的，不過影響不大，其他都還好，總的來說性價比不錯。,1,1,1
暫時還沒用呢！畢竟超市買的應該不會是假的吧！,1,0,0
#日本新奇事#京都特產定番的八ツ?，最近推出了動漫人物包裝，老鋪也換新顏了！??院八ツ??本店，8月份開始推出了用「劇場版 薄?鬼」登?人物作爲包裝紙的八ツ?，銷售極好。此次換顏是爲了配合京都動漫節，同時也爲了另開銷路，打開年輕人的市場！嗯，去京都的朋友不妨找找看哦！[抱抱],1,1,1
這個適合拍照~[哈哈],1,1,1
還沒用 肯定是正品啦 比超市便宜 而且還送貨到家 速度這麼快 沒有理由不選擇京東啊！,1,1,1
[嘻嘻],1,1,1
贊一個，華人過去不關心政治的毛病太嚴重了，居然連華人議員都敢堂而皇之的投嚴重對華人不利的議案。通過社交媒體的組織，華人終於也進一步參與公民行動了[鼓掌],1,1,1
歷時七個月的漫長等待，終於再度回到我的手中。來自香格里拉石卡雪山的明信片，讓我重回那消失的地平線，重現那心中的日月[愛你],1,1,1
[哈哈]//@姜汝祥: 把自己賣了還數錢的，均爲五毛，比如大學中的大部分學生幹部//@億彩地坪科技:看了太多的關於五毛的，確認下五毛是哪個嗎？,1,0,1
這玩意我推薦！你還真別說，小日本的這電磨還是很精細的。你說的直接進口的，電壓是110   V的，需要加一個變壓轉換插座！//@精品咖啡匯:我有2臺紅色的，日本直接進口，4500一臺轉讓。[嘻嘻],1,1,1
[哈哈][哈哈]//@衣錦夜行的燕公子: @易小術 哈哈哈哈哈哈哈//@頭像即遺照:每次去飯館喫飯，大家抱怨菜淡的時候，陳歐都會講“我是陳歐，我爲自己帶鹽”,1,1,1
