text,label,google
來泰國這麼久真的不知道自己可以在幹些什麼漫無目的生活真的很累,1,0
說起來困難做起來也困難#閃聚#【成都站】Let'sgo一起加入公益創業的大行列吧[來],1,1
越來越覺得人除了青春期就是更年期很顯然大部分80後已經告別青春期了,1,0
親密敵人到底是親密呢還是敵人呢看完這部影片最大感受就是：生意就是生意千萬別牽扯感情進去否則會亂了方寸,1,0
昨晚想到這幾年來我失去了多少東西就來勁兒了在我還沒把自己擺平的時候妃不知道和王說什麼現在move回來了多久沒開窗看見薄霧和晨光按時早餐坐在房間裏學習心平了個靜陽光鋪在妃身上妃在想萌王,1,1
這幾天伺候這小姑奶奶喫飯做作業睡覺，她說啊珊娜姨去哪我就去哪，小傢伙還真是死心塌地啊，所以帶她去同學會，同學都說她是我女兒，，but，今天他弟弟也要來了，天啊！兩隻我可帶不過來啊！,1,1
薄櫻鬼COS妖孽~:雖然邪惡依然大愛~~風間千景以下cos有你喜歡的嗎...-原文地址：,1,1
NB， 回覆 童鞋原創彈作！夠給力吧！，[淚]民族風頓時就變高雅古典了呢！,1,1
天空的女王這個是某個電視劇或者電影的人物麼還是有什麼其他原因呢,1,0
[織]@河北萬象天成:3月27日來“萬象天成”一層共享空間與孟非親密接觸@孟非,1,1
2012關我啥事我還要去喫麻辣燙呢#2012關我啥事#2012關我啥事我還要去補個妝呢#2012關我啥事#,1,0
來來來~大家預測一下明天牌照價格預測最低價哦~我先52000到53000之間[淚流滿面],1,1
有你的香蕉牛奶啦那些年我們一起追過的香蕉牛奶~果斷去屯一箱~~[愛你哦],1,1
#微軟TechEd2012#快開始了，再給大家分享一些會場照片。倒計時開始。,1,1
回覆[哈哈][哈哈]等卷兒大了還不知又出什麼更高級的呢未必看得上會說你：老媽呀你又落伍了,1,0
玩了這麼多年的剪刀、石頭、布今天才發現原來它表示520（我愛你）?喜歡請收聽@全球囧囧,1,1
【啡宅咖啡 自家的咖啡館】美女喫貨 第一時間搶佔喝到了巴西達特拉莊園。求偶遇，讓味蕾衝擊一下！,1,1
我小學沒畢業字還沒認清呢···昶怡你回答呀你倒是回答呀昶怡~~~大家來回答@MR-鵪鶉,1,0
明早-1度；下週三15度；下週日2度。魔都你是要鬧哪樣[j掛了],1,0
曼秀雷敦也在TB開旗艦店啦再也不怕買不到正品啦喜歡的姐妹一定要收藏好啦店鋪地址：,1,1
破故事，爛邏輯，好演員，瞎吹捧。,1,0
真有你的 ，穿脫鞋來錄節目！不過現場夠樂呵！關注你四月份的＜＜梨園闖關我掛帥＞＞看你在鏡頭裏的大臉吧！[哈哈],1,1
我還沒結婚呢湖南有木有搞錯:以後做菜都改清蒸:這也太狠了吧勞資還沒結婚呢[衰]:轉發微博,1,0
辦公室今天煮紫薯還沒好呢味道就漂滿整個屋子了看來夜宵有着落了,1,1
我也剛喝完去找你們的啊我還比你倆喝的多呢咱們喝前剛完事一頓等哥度假回來找你喝點,1,1
[嘻嘻]下載完了，一會看～ 豆瓣上給了9.3的逆天高分，這種有深度的片以後要慎看，內心強大才能看啊~~,1,1
再一次證明高手在民間。（一定要點開大圖仔細看，絕對震驚你）,1,1
真的很好聽，乾淨，純潔，閉着眼睛細細口味陳奕迅獻給女兒的新歌mv《babysong》官方完整版_原畫,1,1
如果沒有能力建立大和平，我們就先從建立小和平開始吧。,1,1
#楊冪劉愷威公開戀情#爲什麼那麼多人都說是劉愷威可惜了我還說楊冪可惜了呢~~,1,0
老大還真有你的呀！壞老大、、你以爲這樣子就讓熊貓們OK了麼？嘿嘿嘿,1,1
產品經理大傻逼，微博會員真垃圾！,1,0
襄樊的美女帥哥們你們好襄樊變化大嗎有什麼好喫的好玩兒的,1,0
不再因爲任性而不肯低頭不再因爲固執而輕言分手你敢天長我就敢地久,1,0
睡醒了一覺醒來睡了四個鍾！！！[月亮][月亮][月亮],1,0
好久沒聽這歌~~~~~老蕭你敢唱得再慘點撕心裂肺點麼，，，，[可憐][心],1,0
還有同學想要看數據統計呢其實除了奶茶21分之外無甚亮點啊我們打的中規中矩快船倒是有些失準吧,1,0
不就來晚了嘛我特麼要喝光這個我不行了我纔來十分鐘[淚][淚]我咩了,1,0
終於能上網了…在香港就買了一個monster…真不爽，尼瑪爸媽一到香港就跑去珠寶店坐了兩個多小時，刷爆了四張卡…曰，差點沒錢給我買耳機=.=…其實這回發現香港還是不錯的，除了地鐵比不上廣州以外，其它方面還是很好的…怪不得一堆外國人在那邊住要再去,1,1
世事如棋，讓一着不爲虧我。心田似海，納百川方見容人。,1,0
[笑哈哈]，[哈哈][哈哈][哈哈][哈哈][哈哈][哈哈][哈哈][哈哈],1,1
從來不擔心什麼前女友和異性朋友因爲我永遠相信最愛我的搶不走[親親],1,1
3天就做出回應，還直接預示到能四年以後？說給觀衆們聽還真不是主要目的。,1,0
還在2月那轉呢冷不丁的3月哩太匆忙都忘記時間了好象也不是因爲匆忙[害羞],1,0
再幫倫總轉一記~倫總出手品質的保證~[可愛][可愛],1,1
【失色的美人 黑白花卉高階技巧】你敢拍黑白花卉麼？就算沒有絢麗的顏色，花朵一樣精彩綻放。,1,1
香港亞視繼續更進詢問王立軍問薄熙來將如何反思薄熙來稱自己會總結經驗但鑑於現在調查沒有結束無法談這個事件太多,1,0
改變中國，改變生活。就是最大的的盈利，不是嗎？,1,1
再次弄來15瓶特價的童鞋們抓緊啊拍了備註叫元寶給改個450的價格啊,1,0
南京每一條“老地名”都包含一個的動人故事或民俗史實，都是當年歷史文化的縮影和寫照，使人們產生豐富的聯想，勾起對南京那段滄海桑田的追思。觀音裏、歸雲堂、國子監、貢院、金鑾巷、午朝門、長生祠、鳳凰臺。。這些歷經風雨滄桑的“老地名”你們都去過嗎？你走過神馬路嗎？via～人人小站薛妍,1,0
春季穿衣搭配，襯衫美裙不可少，混搭一起更是撞出時尚火花，甜美可愛更有淑女味道。,1,1
還有噴霧效果呢真給力同時感謝千子晨對顧客們的細心照顧,1,1
來個永世難忘的體溫兩個都不怕凍了[害羞]同埋你已經找到個愛人來保保溫嘛??......?再凍我也不怕,1,1
才知道必勝客取消了自助沙拉，hold不住了?只在中國嗎?那些絕技從此失傳。。。,1,0
今天真的是累渣渣了qaq......以後我再也不要化妝攝影一起上了！今天面對着1米8的boss我這166的立刻蹲角落去了.....化完妝幫boss拍的時候發現自己完全不夠高qaq爬椅子趴桌子踩欄杆各種危險......但是好歡脫就對了......雖然累渣渣了，但還是玩得各種瘋狂各種爽的！廣工，我下個月又來光臨了w去碎覺了嗷,1,0
劉少奇也是被祕密關押至死估計沒有人願意重蹈覆轍吧現在反對還有效要是通過了再反對可就無效了/好文章,1,1
[哈哈]每次上微博以爲會有人轉發評論我發的以爲很有意思的段子，結果都木有,1,0
再也不用小米加步槍了這是啥麼槍啊跟炮似的[哈哈]@程鶴麟,1,1
有你的愛車的標誌嗎最全的汽車標誌~~這個必須知道滴,1,1
我要試試那是不是該買豆漿機呢還是就豆奶粉呢總之我要瘦、要瘦魔法減肥方法[花心],1,1
終於睇了最近熱爆的《那些年》。不知是我先看了原着小說還是看的大陸閹割版，我覺得一般吧。最感動我的位就是女主角在taxicoffee裏看到窗外的一對情侶吵架時的鋪排。我總覺得當時她一定在想如果格鬥那晚她追上去挽一挽男主角的手，也許他們也會像街上的情侶那樣和好如初！那些事/一轉念/就已成/那些年,1,1
我也以爲是這串人死了呢剛想感嘆這兇手太牛了往下一看汗流浹背啊還以爲後面那串長長的人名是死者名單呢,1,0
女人第六感常準確驚人，但思考卻反會把她們帶入歧途.@一句話微情書,1,1
爲大叔再轉一次。真的覺得有悲壯的感覺T_T,1,0
有你們的祝福就是我的原動力謝謝你們最失意的時候陪我哭和我笑你們對我真的比生命比尊嚴更重要,1,1
晨聽風雨暮睹炊煙松竹消瘦新月如鉤有春意而不濃豔無喧囂但有人情如再添新茶舊酒傾蓋朋友夫復何求,1,1
!!![花心]NO1韓國男星相貌top25有你的菜嗎,1,1
??睡前再轉發一條，數數數數數米老鼠！????,1,0
還有很多免費的機會與自己心儀的港星來個近距離接觸呢···真是巨划算呢,1,1
今天打牌輸了只有來點這種小地方喝酒了[淚]我在這裏:#達州市區#,1,1
咳，防不勝防啊！，記住下面的客服電話，忘了打114 持卡一族必備常識，望大家廣而告之！[話筒],1,0
通過自己的努力和堅持，是可以做到讓別人刮目相看的！早上好~[good],1,1
